mon,pronunciation,pos,th
အရေဟ်အသေဟ်,อะเรฺ.ฮอะเซ.ฮ,น.,การแสดงความนับถือ
အရေဟ်အသေဟ်,อะเรฺ.ฮอะเซ.ฮ,น.,การยกย่อง
အရောဲမတ်,อะรัฺวมฺอด,น.,สิ่งที่บาดหูบาดตา
အရောဲမတ်,อะรัฺวมฺอด,น.,ความอิจฉาริษยา
အရံၚ်,อะรฺอง,น.,สี
အရံၚ်,อะรฺอง,น.,รัศมี
အရံၚ်,อะรฺอง,น.,แสง
အရံၚ်ဍာ်မိတ်,อะรฺองดาจมิฺด,น.,สีเหลือง
အရံၚ်ဍီု,อะรฺองดาม,น.,สีกรมท่า
အရံၚ်ဍီု,อะรฺองดาม,น.,สีตากุ้ง
အရံၚ်ဗ္ကေတ်,อะรฺองแปฺ.เกด,น.,สีแดง
အရံၚ်လစံက်,อะรฺองแลฺ.จอก,น.,สีดำ
အရံၚ်သ္ၚေက်,อะรฺองซะเงียก,น.,สีเขียว
အရံၚ်အံၚ်သူ,อะรฺองอองเซา,น.,ลำแสง
အရံၚ်အံၚ်သူ,อะรฺองอองเซา,น.,รัศมี
အရံၚ်အံၚ်သူ,อะรฺองอองเซา,น.,รังสี
အရိုၚ်,อะริาง,ว.,หยาบคาย
အရိုၚ်,อะริาง,ว.,กักขฬะ
အရိုၚ်,อะริาง,ว.,ป่าเถื่อน
အရှိုန်,อะสอน,น.,อรุณ
အရှိုန်စါက်,อะสอนจาจ,น.,อรุณรุ่ง
အရီု,อะเริฺม,น.,อารมณ์
အရီု,อะเริฺม,น.,ความรู้สึก
အလၚ်ကာရ,อะลังการะ,น.,เครื่องประดับ
အလဇ္ဇဳ,อะลฺอดจีฺ,น.,อลัชชี
အလဇ္ဇဳ,อะลฺอดจีฺ,น.,ผู้ไม่ละอาย
အလာံ,อะลฺาม,น.,ธง
အလိတ်,อะลิฺด,น.,อุบาย
အလိတ်,อะลิฺด,น.,แผนการ
အလိတ်,อะลิฺด,น.,เล่ห์กล
အလိတ်,อะลิฺด,น.,เล่ห์เหลี่ยม
အလိန္ဒ,อะลิฺนแตฺ.,น.,ชั้น
အလိန္ဒ,อะลิฺนแตฺ.,น.,หิ้ง
အလိန္ဒ,อะลิฺนแตฺ.,น.,ระเบียง
အလီ,อะลิฺม,น.,การหลอกลวง
အလီ,อะลิฺม,น.,กลลวง
အလှု,อะเลา.,น.,มันฝรั่ง
အလု,อะลฺุ,น.,(ควาย)เขาเกก(เขาควายที่ปลายงอไปคนละทางกัน
အလုၚ်,อะเลิฺง,น.,ที่นั่งชนิดหนึ่ง
အလုံ,อะลฺุม,ว.,ทั่วไป
အလုံ,อะลฺุม,ว.,ตลอด
အလုံ,อะลฺุม,ว.,ทุกส่วน
အလုံ,อะลฺุม,ว.,ถ้วนทั่เช่น အလုံမွဲရး ทั่วประเทศ
အလေဝ်,อะเลฺ,ว.,เฉพาะ
အလေဝ်,อะเลฺ,ว.,ลำพัง
အလေဝ်,อะเลฺ,ว.,ด้วยตัวเอง
အလေံ,อะเลฺ.,น.,ขนบ
အလေံ,อะเลฺ.,น.,ธรรมเนียม
အလေံ,อะเลฺ.,น.,จารีต
အလေံ,อะเลฺ.,น.,ความประพฤติอันดีงาม
အလဲ,อะลฺัว,น.,ความปรารถนา
အလဲ,อะลฺัว,น.,ความต้องการ
အလဲ,อะลฺัว,น.,ความอยาก
အလောန်,อะโลฺน,น.,ครั้ง
အလောန်,อะโลฺน,น.,คราว
အလိုက်,อะลิฺาก,น.,ท่าทาง
အလိုက်,อะลิฺาก,น.,การเอาอย่าง
အလိုက်,อะลิฺาก,น.,การเลียนแบบ
အလိုက်,อะลิฺาก,น.,แบบอย่าง
အလိုက်အလိုက်,อะลิฺากอะลิฺาก,ว.,เป็นไปตามสิ่งนั้นๆ
အလိုန်,อะเลิฺน,น.,ละลอกคลื่น
အလိုန်,อะเลิฺน,น.,ลอนคลื่น
အလှဵု,อะลอ,น.,ที่ไหน
အလှဵု,อะลอ,น.,สถานที่ไหน
အလိုဝ်အသဳ,อะเลฺออะซอย,น.,รัฐบาล
အလိုဝ်အသဳ,อะเลฺออะซอย,น.,ผู้เป็นอำนาจ
အဝ,อะวะ,น.,เมืองอังวะ
အဝသာန်,อะแวฺ.ซาน,น.,อวสาน
အဝသာန်,อะแวฺ.ซาน,น.,จุดจบ
အဝသာန်,อะแวฺ.ซาน,น.,การสิ้นสุด
အဝတ်,อะวฺอด,น.,หน้าที่
အဝတ်,อะวฺอด,น.,อัธยาศัย
အဝါဲ,อะวฺาย,ว.,ขณะที่
အဝါဲ,อะวฺาย,ว.,ทันทีที่
အဝါဟ,อะแวฺ-าฮะ,ก.,สมรส
အဝါဟ,อะแวฺ-าฮะ,ก.,แต่งงาน
အဝိက်,อะเวฺิจ,น.,นรกอเวจี
အဝိဇ္ဇာ,อะวิฺดแจฺ-า,น.,อวิชชา
အဝိဇ္ဇာ,อะวิฺดแจฺ-า,น.,ความโง่เขลา
အဝုတ်,อะวฺุด,น.,กริยา
အဝုတ်,อะวฺุด,น.,ท่าทาง
အဝုတ်,อะวฺุด,น.,มารยาท
အဝုတ်,อะวฺุด,น.,อาการ
အဝေစဳ,อะเวฺจี,น.,นรกอเวจี
အဝဲ,อะวัฺว,น.,อวัยวะ
အဝဲ,อะวัฺว,น.,วัย
အဝေါက်,อะโวฺก,น.,หน่วยเงินพม่า เท่ากับ12.50สตางค์
အဝေါၚ်,อะโวฺง,น.,กลุ่ม
အဝေါၚ်,อะโวฺง,น.,สังคม
အဝေါၚ်,อะโวฺง,น.,พวก
အဝေါၚ်,อะโวฺง,น.,เขตรับผิดชอบ
အဝေါန်,อะโวฺน,น.,วงกลม
အဝေါန်,อะโวฺน,น.,วงรอบ
အဝေါန်,อะโวฺน,น.,วงรัศมี
အဝေါန်,อะโวฺน,น.,มณฑล.เช่น အဝေါန်တ္ၚဲ มณฑลดวงอาทิตย์
အဝဵု,อะเวฺอ,น.,อำนาจ
အဝဵု,อะเวฺอ,น.,อาณาจักร
အသနိ,อะซะนิฺ,น.,อัสนีบาต
အသနိ,อะซะนิฺ,น.,สายฟ้า
အသၟဝ်,อะซะมอ,น.,ที่ข้างล่าง
အသၟဝ်,อะซะมอ,น.,ที่ด้านล่าง
အသၚ်ကာ,อะซังกา,น.,ความสงสัย
အသၚ်ကာ,อะซังกา,น.,ความไม่แน่ใจ
အသၚ်ဃဲ,อะซังคฺัว,น.,อสงไขย
အသည္ညသတ်,อะซอนแญฺ.ซอด,ก.,อสัญญี
အသည္ညသတ်,อะซอนแญฺ.ซอด,ก.,สลบ
အသည္ညသတ်,อะซอนแญฺ.ซอด,ก.,ไม่รู้สึกตัว
အသရ်,อะซอ,น.,ความอัศจรรย์
အသရ်,อะซอ,น.,ความแปลกประหลาด
အသရ်,อะซอ,ว.,อัศจรรย์
အသရ်,อะซอ,ว.,แปลกประหลาด
အသာ,อะซา,น.,รุ่นราว
အသာ,อะซา,น.,หมวดหมู่
အသာ,อะซา,น.,ประเภท
အသာ,อะซา,น.,ชนิด
အသာရဝါတ်,อะซาระวฺาด,น.,การคลายความเศร้า
အသာရဝါတ်,อะซาระวฺาด,น.,การบรรเทาความเศร้าโศก
အသိတ်,อะซิด,น.,นกแขวก
အသီ,อะซิม,น.,นกเหยี่ยวเขา
အသဳကၠဳ,อะซอยกฺลอย,น.,การรับใช้
အသဳကၠဳ,อะซอยกฺลอย,น.,การเข้าเฝ้า
အသဳကၠဳ,อะซอยกฺลอย,น.,การแสดงความเคารพ
အသဳတိ,อะซอยตอย.,ว.,แปดสิบ
အသုစိ,อะเซา.จอย.,น.,อสุจิ
အသုဘ,อะเซา.แพฺ.,น.,อสุภะ
အသုဘ,อะเซา.แพฺ.,น.,สิ่งปฏิกูล
အသူ,อะเซา,น.,อสูรย์
အသူ,อะเซา,น.,ยักษ์
အသူ,อะเซา,น.,อสูรย์
အသူရိကာဲ,อะเซาริกาย,น.,อสุรกาย
အသေအဟာန်,อะเซอะฮาน,น.,งานพิธี
အသေအဟာန်,อะเซอะฮาน,น.,งานพิธีเป็นทางการ
အသောၚ်,อะโซง,น.,สินสอด
အသံ,อะซอม,น.,คำสั่ง
အသံ,อะซอม,น.,คำบัญชา
အသြၚ်အဗၚ်,อะซังอะแปฺง,น.,ฝั่งทะเลอันกว้างไกล
အသြိုန်,อะซอน,น.,อรุณ
အသြိုန်,อะซอน,น.,ยามเช้า
အဟာ,อะฮา,น.,อาหาร
အဟာန်,อะฮาน,น.,ห่าน
အဟာရ,อะฮาระ,น.,อาหาร
အဟိန်,อะฮิน,บุพ.,เมื่อ
အဟိန်,อะฮิน,บุพ.,ขณะที่
အဟိန်,อะฮิน,บุพ.,ในขณะที่
အဟံၚ်,อะฮอง,ส.,ข้าพเจ้า
အဟံၚ်,อะฮอง,ส.,ผม
အဟံၚ်,อะฮอง,ส.,ฉัน
အဟိုတ်,อะฮอด,น.,สาเหตุ
အဂ္ဂ,อักแกฺ.,ว.,เลิศ
အဂ္ဂ,อักแกฺ.,ว.,สูงสุด
အဂ္ဂ,อักแกฺ.,ว.,ยอด
အဂ္ဂမဟေသဳ,อักแกฺ.แมฺ.เฮซอย,น.,พระอัครมเหษี
အဂ္ဂိ,อักกิฺ,น.,ไฟ
အၚ်,อัง,น.,ต้นพลวง
အၚ်,อัง,น.,บึง
အၚ်,อัง,น.,ห้วย.  3.ถ้วย
အၚ်္ဂ,อังแกฺ.,น.,ส่วน
အၚ်္ဂ,อังแกฺ.,น.,องค์
အၚ်္ဂဇါတ်,อังแกฺ.จฺาด,น.,องคชาติ
အၚ်္ဂဇါတ်,อังแกฺ.จฺาด,น.,อวัยวะเพศ
အၚ်္ဂဒဵု,อังแกฺ.เตฺอ,น.,ปูนฉาบ
အၚ်္ဂပၞာန်,อังแกฺ.ปะนาน,น.,กองทัพ
အၚ်္ဂၜေါတ်,อังแกฺ.โบด,น.,หม้อดิน
အၚ်္ဂုတ္တရနိကာဲ,อังกฺุดตะระนิฺกาย,น.,อังคุตตรนิกาย
အၚ်္ဂုတ္တဵု,อังกฺุดตอ,น.,อังคุตตรนิกาย
အၚ်ဂဒဵု,อังแกฺ.เตฺอ,น.,ปูนฉาบ
